sample_id,path_secuencia,path_landmarks,dataset,source_kind,T
sample_09278_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09278_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09278_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09279_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09279_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09279_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09280_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09280_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09280_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09281_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09281_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09281_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09282_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09282_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09282_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09283_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09283_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09283_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09284_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09284_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09284_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09285_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09285_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09285_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09286_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09286_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09286_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09287_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09287_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09287_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09288_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09288_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09288_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09289_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09289_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09289_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09290_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09290_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09290_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09291_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09291_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09291_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09292_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09292_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09292_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09293_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09293_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09293_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09294_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09294_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09294_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09295_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09295_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09295_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09296_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09296_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09296_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09297_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09297_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09297_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09298_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09298_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09298_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09299_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09299_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09299_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09300_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09300_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09300_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09301_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09301_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09301_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09302_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09302_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09302_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09303_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09303_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09303_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09304_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09304_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09304_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09305_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09305_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09305_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09306_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09306_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09306_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09307_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09307_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09307_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09308_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09308_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09308_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09309_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09309_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09309_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09310_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09310_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09310_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09311_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09311_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09311_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09312_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09312_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09312_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09313_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09313_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09313_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09314_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09314_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09314_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09315_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09315_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09315_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09316_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09316_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09316_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09317_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09317_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09317_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09318_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09318_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09318_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09319_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09319_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09319_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09320_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09320_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09320_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09321_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09321_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09321_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09322_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09322_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09322_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09323_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09323_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09323_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09324_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09324_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09324_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09325_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09325_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09325_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09326_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09326_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09326_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09327_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09327_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09327_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09328_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09328_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09328_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09329_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09329_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09329_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09330_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09330_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09330_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09331_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09331_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09331_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09332_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09332_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09332_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09333_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09333_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09333_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09334_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09334_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09334_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09335_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09335_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09335_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09336_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09336_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09336_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09337_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09337_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09337_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09338_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09338_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09338_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09339_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09339_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09339_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09340_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09340_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09340_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09341_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09341_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09341_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09342_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09342_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09342_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09343_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09343_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09343_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09344_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09344_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09344_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09345_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09345_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09345_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09346_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09346_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09346_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09347_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09347_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09347_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09348_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09348_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09348_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09349_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09349_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09349_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09350_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09350_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09350_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09351_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09351_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09351_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09352_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09352_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09352_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09353_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09353_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09353_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09354_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09354_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09354_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09355_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09355_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09355_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09356_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09356_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09356_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09357_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09357_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09357_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09358_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09358_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09358_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09359_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09359_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09359_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09360_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09360_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09360_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09361_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09361_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09361_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09362_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09362_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09362_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09363_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09363_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09363_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09364_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09364_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09364_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09365_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09365_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09365_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09366_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09366_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09366_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09367_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09367_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09367_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09368_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09368_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09368_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09369_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09369_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09369_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09370_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09370_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09370_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09371_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09371_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09371_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09372_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09372_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09372_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09373_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09373_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09373_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09374_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09374_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09374_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09375_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09375_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09375_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09376_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09376_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09376_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09377_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09377_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09377_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09378_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09378_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09378_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09379_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09379_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09379_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09380_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09380_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09380_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09381_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09381_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09381_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09382_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09382_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09382_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09383_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09383_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09383_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09384_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09384_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09384_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09385_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09385_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09385_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09386_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09386_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09386_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09387_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09387_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09387_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09388_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09388_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09388_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09389_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09389_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09389_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09390_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09390_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09390_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09391_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09391_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09391_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09392_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09392_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09392_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09393_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09393_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09393_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09394_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09394_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09394_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09395_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09395_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09395_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09396_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09396_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09396_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09397_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09397_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09397_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09398_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09398_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09398_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09399_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09399_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09399_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09400_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09400_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09400_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09401_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09401_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09401_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09402_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09402_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09402_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09403_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09403_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09403_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09404_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09404_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09404_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09405_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09405_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09405_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09406_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09406_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09406_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09407_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09407_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09407_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09408_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09408_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09408_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09409_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09409_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09409_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09410_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09410_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09410_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09411_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09411_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09411_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09412_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09412_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09412_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09413_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09413_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09413_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09414_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09414_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09414_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09415_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09415_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09415_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09416_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09416_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09416_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09417_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09417_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09417_MST_10_landmarks3d.npy,mano,synthetic,16
sample_09418_MST_10,data/processed/secuencias_stgcn/mano/mano_sample_09418_MST_10.npy,datasets/synthetic_mst/mano_samples_balanced/sample_09418_MST_10_landmarks3d.npy,mano,synthetic,16
