sample_id,suggested_label,confidence,path_landmarks,dist_ok,thumb_abduction,palm_arc,prox_T,prox_I,prox_M,prox_R,prox_P
sample_00470_MST_1,one,0.85,data/processed/landmarks/sample_00470_MST_1.npy,1.4252651,76.90539,0.45258498,34.899605,30.416595,101.438,158.37746,59.052753
sample_02433_MST_3,like,0.98,data/processed/landmarks/sample_02433_MST_3.npy,1.4763633,67.07545,0.673752,142.59755,174.90561,133.22914,111.351524,154.62787
sample_00550_MST_1,like,0.98,data/processed/landmarks/sample_00550_MST_1.npy,0.42162004,13.2511635,0.99832916,45.569305,134.7773,123.22338,65.918724,104.8311
sample_03348_MST_4,fist,0.95,data/processed/landmarks/sample_03348_MST_4.npy,2.1810236,86.950615,1.1202433,53.001637,91.106514,121.759125,117.88575,99.22813
sample_00927_MST_1,peace,0.85,data/processed/landmarks/sample_00927_MST_1.npy,1.1792938,49.95181,1.3685457,104.55158,34.69651,20.032566,98.41267,69.36323
sample_00542_MST_1,unknown,0.2,data/processed/landmarks/sample_00542_MST_1.npy,0.9194431,49.459747,0.9712403,144.97046,108.02878,95.76281,28.613873,101.75134
sample_05497_MST_6,rock,0.72,data/processed/landmarks/sample_05497_MST_6.npy,2.9793873,148.12717,1.7073622,98.6795,115.58573,92.951515,139.08511,1.2722629
sample_01372_MST_2,fist,0.95,data/processed/landmarks/sample_01372_MST_2.npy,2.356001,74.54506,1.3367921,98.00932,89.48267,138.60962,101.75028,131.03517
sample_09683_MST_10,one,0.85,data/processed/landmarks/sample_09683_MST_10.npy,1.0888491,21.956606,0.44141588,39.52689,24.993748,67.20293,110.526276,151.0307
sample_07929_MST_8,fist,0.95,data/processed/landmarks/sample_07929_MST_8.npy,2.8225272,99.02872,2.329836,81.25023,91.78916,124.11682,114.85232,114.01981
sample_01350_MST_2,two_up,0.65,data/processed/landmarks/sample_01350_MST_2.npy,1.3190235,65.36178,0.9935423,107.31303,46.744335,49.562954,108.37696,26.318949
sample_07959_MST_8,fist,0.95,data/processed/landmarks/sample_07959_MST_8.npy,0.9065794,44.10104,1.1272323,94.76175,91.015495,101.66157,116.328636,111.98581
sample_06660_MST_7,like,0.98,data/processed/landmarks/sample_06660_MST_7.npy,5.4510026,125.18002,2.4697855,23.244415,67.1014,66.245255,83.36129,118.4477
sample_08758_MST_9,unknown,0.2,data/processed/landmarks/sample_08758_MST_9.npy,0.65301925,36.47928,2.4452798,109.62893,121.742,140.67798,57.908054,139.00003
sample_00851_MST_1,unknown,0.2,data/processed/landmarks/sample_00851_MST_1.npy,0.31869218,9.141746,1.0267197,86.57039,126.357376,95.19065,24.78752,84.192215
sample_09335_MST_10,unknown,0.2,data/processed/landmarks/sample_09335_MST_10.npy,1.6680607,95.946655,0.9868348,123.14527,80.41481,89.5107,52.561344,75.08365
sample_06581_MST_7,fist,0.95,data/processed/landmarks/sample_06581_MST_7.npy,1.6115813,79.568924,1.5404061,132.07812,85.64703,100.47761,108.30574,124.10213
sample_01068_MST_2,two_up,0.65,data/processed/landmarks/sample_01068_MST_2.npy,1.8453872,113.23,0.89681727,94.05769,73.30369,21.637726,98.363495,112.587524
sample_08954_MST_9,like,0.98,data/processed/landmarks/sample_08954_MST_9.npy,4.8713913,59.386543,2.9696488,26.37071,159.03531,89.11352,102.42469,113.54419
sample_00933_MST_1,rock,0.62,data/processed/landmarks/sample_00933_MST_1.npy,0.9240487,38.16588,1.2133905,61.43501,135.45999,130.48868,59.714054,63.195324
sample_02777_MST_3,one,0.85,data/processed/landmarks/sample_02777_MST_3.npy,2.503621,153.10118,1.2261904,143.75476,32.041954,53.85834,144.61893,134.42293
sample_07884_MST_8,two_up,0.65,data/processed/landmarks/sample_07884_MST_8.npy,0.72453827,27.946955,0.5421373,93.19228,79.786156,34.18697,136.5138,159.42862
sample_00223_MST_1,unknown,0.2,data/processed/landmarks/sample_00223_MST_1.npy,1.8319838,80.48265,0.65466046,76.661835,172.26686,51.64205,145.17717,143.62698
sample_00309_MST_1,unknown,0.2,data/processed/landmarks/sample_00309_MST_1.npy,3.0040581,111.4022,2.1015801,20.506762,94.46447,120.72766,31.477789,100.40672
sample_00584_MST_1,unknown,0.2,data/processed/landmarks/sample_00584_MST_1.npy,1.2002728,65.436195,0.5707249,165.86926,58.88544,151.94699,55.995358,92.89706
sample_02100_MST_3,unknown,0.2,data/processed/landmarks/sample_02100_MST_3.npy,1.8769808,65.90489,1.6446548,51.021736,156.42224,79.86893,164.90149,43.76432
sample_01853_MST_2,unknown,0.2,data/processed/landmarks/sample_01853_MST_2.npy,0.8808001,69.8958,1.1763816,14.665223,127.89093,147.53374,110.45381,80.076126
sample_08831_MST_9,unknown,0.2,data/processed/landmarks/sample_08831_MST_9.npy,1.8457409,66.063736,1.0909953,29.810444,133.5038,118.54544,69.214165,62.428547
sample_02944_MST_3,fist,0.95,data/processed/landmarks/sample_02944_MST_3.npy,1.6823794,91.54447,0.7501971,97.64285,71.10218,162.60312,97.776436,82.7007
sample_07612_MST_8,fist,0.95,data/processed/landmarks/sample_07612_MST_8.npy,1.860845,86.13205,1.4211376,140.61559,136.62961,152.84712,165.73982,68.50338
sample_01161_MST_2,unknown,0.2,data/processed/landmarks/sample_01161_MST_2.npy,2.1720977,147.52281,0.68700033,49.398468,46.100883,113.40718,61.474327,107.306274
sample_08915_MST_9,rock,0.72,data/processed/landmarks/sample_08915_MST_9.npy,3.5596476,104.82568,0.84263414,56.0577,130.30438,95.582855,92.449585,32.19899
sample_03090_MST_4,two_up,0.65,data/processed/landmarks/sample_03090_MST_4.npy,1.0845588,20.819717,1.5402358,128.19745,89.75569,35.328636,101.66106,103.4943
sample_09374_MST_10,unknown,0.2,data/processed/landmarks/sample_09374_MST_10.npy,2.9330606,119.78569,0.7932334,100.148926,75.301506,50.99299,107.692184,93.09723
sample_02946_MST_3,fist,0.95,data/processed/landmarks/sample_02946_MST_3.npy,2.7017336,145.00787,0.7718171,89.50455,91.247215,74.78357,63.97331,120.59261
sample_00759_MST_1,unknown,0.2,data/processed/landmarks/sample_00759_MST_1.npy,1.325614,53.157173,0.51774895,141.09322,56.139816,106.912636,102.14997,110.29693
sample_02036_MST_3,unknown,0.2,data/processed/landmarks/sample_02036_MST_3.npy,4.0786386,143.7334,2.0419004,110.22206,82.16931,52.207134,134.42014,135.83133
sample_01416_MST_2,unknown,0.2,data/processed/landmarks/sample_01416_MST_2.npy,2.7116268,65.18716,1.559783,43.523693,40.027306,146.18925,44.477863,25.915756
sample_03259_MST_4,unknown,0.2,data/processed/landmarks/sample_03259_MST_4.npy,1.3243692,41.956253,1.2335216,91.930664,113.59812,67.704285,44.26602,138.1721
sample_09466_MST_10,fist,0.95,data/processed/landmarks/sample_09466_MST_10.npy,2.600734,160.22733,0.7391978,135.0721,137.86687,74.126495,118.85154,82.975075
sample_05844_MST_6,two_up,0.65,data/processed/landmarks/sample_05844_MST_6.npy,2.330217,70.14217,1.281687,53.95958,37.348377,32.92505,113.23587,82.036446
sample_08941_MST_9,unknown,0.2,data/processed/landmarks/sample_08941_MST_9.npy,1.3504792,39.853477,0.71338534,63.943913,54.207672,115.94611,44.209,83.38557
sample_06837_MST_7,unknown,0.2,data/processed/landmarks/sample_06837_MST_7.npy,2.1623206,98.56332,1.3482755,100.01079,113.330765,57.29626,126.70863,109.059586
sample_06224_MST_7,fist,0.95,data/processed/landmarks/sample_06224_MST_7.npy,1.3244058,31.618912,1.471126,56.96274,152.36348,120.82717,130.7105,69.187416
sample_01998_MST_2,fist,0.95,data/processed/landmarks/sample_01998_MST_2.npy,1.9157718,125.81153,1.2321867,112.48229,148.8647,65.515945,108.21047,73.10847
sample_01522_MST_2,unknown,0.2,data/processed/landmarks/sample_01522_MST_2.npy,0.7526683,35.28443,0.65790224,86.91159,47.83015,86.11447,149.39513,90.40929
sample_03575_MST_4,unknown,0.2,data/processed/landmarks/sample_03575_MST_4.npy,1.5049542,78.62011,1.3067204,94.018036,148.4728,137.82005,135.07248,30.830776
sample_01597_MST_2,unknown,0.2,data/processed/landmarks/sample_01597_MST_2.npy,2.3230493,70.69605,2.8240042,42.776806,106.47468,116.47032,14.564893,97.62912
sample_08241_MST_9,rock,0.62,data/processed/landmarks/sample_08241_MST_9.npy,0.33655813,23.548342,0.15969394,87.55608,146.77538,80.923225,167.28745,48.230698
sample_09510_MST_10,unknown,0.2,data/processed/landmarks/sample_09510_MST_10.npy,1.7715055,66.66417,0.26105314,79.81074,148.06075,48.87365,92.78777,125.23837
sample_01484_MST_2,unknown,0.2,data/processed/landmarks/sample_01484_MST_2.npy,1.3084128,23.524326,0.9887815,79.09144,110.56749,115.18185,22.028816,117.13595
sample_07706_MST_8,fist,0.95,data/processed/landmarks/sample_07706_MST_8.npy,0.9110268,20.602592,0.45244724,142.49554,66.00367,158.95409,148.01672,106.226524
sample_03702_MST_4,unknown,0.2,data/processed/landmarks/sample_03702_MST_4.npy,4.877788,119.193405,1.7895528,71.11275,139.86177,37.980335,134.06212,135.87491
sample_09811_MST_10,unknown,0.2,data/processed/landmarks/sample_09811_MST_10.npy,1.9552867,99.739845,0.6247087,127.00149,53.05669,167.71991,97.78788,117.99946
sample_03638_MST_4,like,0.98,data/processed/landmarks/sample_03638_MST_4.npy,1.2338084,68.04529,0.44349173,144.76274,135.83333,111.78483,99.59793,66.187096
sample_08048_MST_9,unknown,0.2,data/processed/landmarks/sample_08048_MST_9.npy,1.8531197,91.20446,1.6458869,149.85428,132.47969,99.781715,115.1307,59.86344
sample_00006_MST_1,unknown,0.2,data/processed/landmarks/sample_00006_MST_1.npy,3.1304536,68.496056,1.9145272,51.280075,71.13458,114.51621,108.58361,35.67153
sample_00708_MST_1,rock,0.72,data/processed/landmarks/sample_00708_MST_1.npy,1.664938,124.55295,1.0333953,79.68068,101.64198,71.10638,153.41478,43.63427
sample_02120_MST_3,two_up,0.65,data/processed/landmarks/sample_02120_MST_3.npy,3.0512364,42.256603,0.77265173,36.499073,115.385765,44.182953,163.25172,96.64506
sample_03933_MST_4,bad_pose,0.5,data/processed/landmarks/sample_03933_MST_4.npy,5.4566503,117.44882,0.31254372,27.752096,87.97571,127.92311,138.26247,50.338764
sample_02764_MST_3,unknown,0.2,data/processed/landmarks/sample_02764_MST_3.npy,2.0662906,70.375275,1.3901004,22.539618,166.38795,53.872936,115.39848,55.56499
sample_02287_MST_3,two_up,0.65,data/processed/landmarks/sample_02287_MST_3.npy,1.6552416,100.140976,1.4746823,122.195755,110.123314,37.09329,42.833115,64.79153
sample_05166_MST_6,fist,0.95,data/processed/landmarks/sample_05166_MST_6.npy,0.7000479,28.052288,2.2591536,121.03753,155.09581,60.203484,76.299416,68.02836
sample_01093_MST_2,unknown,0.2,data/processed/landmarks/sample_01093_MST_2.npy,0.5795419,19.964863,0.7132371,19.74413,86.73155,134.78502,28.524649,119.21174
sample_00229_MST_1,rock,0.62,data/processed/landmarks/sample_00229_MST_1.npy,0.87050885,35.982975,0.97586715,131.57948,56.940674,123.86326,172.90698,51.754402
sample_07394_MST_8,rock,0.62,data/processed/landmarks/sample_07394_MST_8.npy,0.21077572,15.766276,0.91164196,100.90323,41.54848,131.58206,118.00958,43.15014
sample_02937_MST_3,like,0.98,data/processed/landmarks/sample_02937_MST_3.npy,1.7260454,85.15436,1.1150976,106.97875,68.94515,103.34054,124.67932,136.2516
sample_00238_MST_1,fist,0.95,data/processed/landmarks/sample_00238_MST_1.npy,2.3615587,54.339108,1.5341978,102.03719,86.45767,138.4225,74.50298,103.71694
sample_00392_MST_1,unknown,0.2,data/processed/landmarks/sample_00392_MST_1.npy,1.341429,124.72758,0.672333,145.4947,78.52794,53.417213,150.74356,130.6701
sample_01618_MST_2,like,0.98,data/processed/landmarks/sample_01618_MST_2.npy,3.07039,83.58456,1.9810842,37.7721,95.05712,81.7985,70.69314,140.2372
sample_02285_MST_3,unknown,0.2,data/processed/landmarks/sample_02285_MST_3.npy,2.081138,122.95553,0.7450004,87.41772,52.567646,68.217476,135.06659,79.10783
sample_00648_MST_1,one,0.85,data/processed/landmarks/sample_00648_MST_1.npy,1.8967588,90.46683,1.0442731,42.235443,7.5734396,149.9184,39.338917,79.31993
sample_01732_MST_2,fist,0.95,data/processed/landmarks/sample_01732_MST_2.npy,1.871697,138.88632,0.89520705,97.988525,69.95225,82.49952,163.40521,121.280235
sample_01393_MST_2,like,0.98,data/processed/landmarks/sample_01393_MST_2.npy,0.7584685,25.224186,2.0243325,93.08908,131.12602,110.60734,64.01747,106.04411
sample_09965_MST_10,two_up,0.65,data/processed/landmarks/sample_09965_MST_10.npy,4.321732,45.80033,1.9720564,119.82943,115.3845,34.329662,93.46943,144.02864
sample_01936_MST_2,unknown,0.2,data/processed/landmarks/sample_01936_MST_2.npy,1.5142944,40.964684,1.3864,93.84536,95.92576,98.51757,12.05568,86.81878
sample_08453_MST_9,fist,0.95,data/processed/landmarks/sample_08453_MST_9.npy,3.6035,79.75128,1.1291287,100.09635,95.28217,138.79031,138.90771,130.23088
sample_07643_MST_8,two_up,0.65,data/processed/landmarks/sample_07643_MST_8.npy,1.1582206,50.35572,1.2097878,64.44472,76.98763,47.61804,158.11543,84.50447
sample_03334_MST_4,rock,0.62,data/processed/landmarks/sample_03334_MST_4.npy,1.4719678,42.637924,0.9886357,45.578777,95.79,92.49032,67.55251,42.853558
sample_00946_MST_1,one,0.85,data/processed/landmarks/sample_00946_MST_1.npy,0.73018223,4.416501,0.56831443,108.85026,24.564333,84.074234,60.740475,127.670555
sample_02422_MST_3,like,0.98,data/processed/landmarks/sample_02422_MST_3.npy,3.1124823,131.40666,1.4884964,94.69032,141.01093,112.05075,135.8729,103.68649
sample_01279_MST_2,unknown,0.2,data/processed/landmarks/sample_01279_MST_2.npy,1.4381524,74.67373,0.75236636,83.42329,53.481598,92.37642,87.853935,74.28161
sample_06430_MST_7,two_up,0.65,data/processed/landmarks/sample_06430_MST_7.npy,4.910923,139.95232,2.649944,143.10625,106.097694,25.430183,148.14557,114.48996
sample_03350_MST_4,like,0.98,data/processed/landmarks/sample_03350_MST_4.npy,5.2853203,116.479706,3.2224374,152.35435,93.86967,87.91287,158.45293,77.50781
sample_01686_MST_2,rock,0.62,data/processed/landmarks/sample_01686_MST_2.npy,0.9299163,49.377373,1.314571,49.062195,135.75742,102.581566,123.98869,50.277004
sample_03228_MST_4,fist,0.95,data/processed/landmarks/sample_03228_MST_4.npy,2.602246,39.280834,1.993947,49.430824,137.70232,151.51794,61.25883,107.64377
sample_01061_MST_2,like,0.98,data/processed/landmarks/sample_01061_MST_2.npy,1.6507256,4.706485,2.346679,110.48258,132.07756,86.7454,118.90912,113.68149
sample_08260_MST_9,like,0.98,data/processed/landmarks/sample_08260_MST_9.npy,2.814222,125.32779,2.2483141,123.34977,152.43134,115.071144,121.538445,163.44359
sample_02494_MST_3,unknown,0.2,data/processed/landmarks/sample_02494_MST_3.npy,1.3468564,58.85017,0.9882176,22.195848,89.643684,153.3885,27.838669,88.873695
sample_03648_MST_4,fist,0.95,data/processed/landmarks/sample_03648_MST_4.npy,1.4908636,34.41452,0.9293643,74.5731,137.28575,175.64804,93.31132,126.028786
sample_07816_MST_8,like,0.98,data/processed/landmarks/sample_07816_MST_8.npy,4.232007,132.49959,1.0691663,119.19178,72.46428,118.31177,113.76032,156.29324
sample_05906_MST_6,rock,0.62,data/processed/landmarks/sample_05906_MST_6.npy,0.9535259,45.981083,0.4844607,109.47794,110.190125,51.87688,144.3803,43.598347
sample_00977_MST_1,unknown,0.2,data/processed/landmarks/sample_00977_MST_1.npy,1.1596534,66.07791,0.9304728,76.4122,99.8236,170.23921,39.032177,77.98375
sample_03592_MST_4,rock,0.72,data/processed/landmarks/sample_03592_MST_4.npy,1.6316527,104.00151,1.4573163,109.566246,83.17049,46.421387,109.18706,28.339958
sample_02791_MST_3,unknown,0.2,data/processed/landmarks/sample_02791_MST_3.npy,1.8897005,132.88393,1.2005297,33.2842,69.45048,82.77107,35.357254,94.55732
sample_00547_MST_1,like,0.98,data/processed/landmarks/sample_00547_MST_1.npy,3.7467122,100.94065,2.388596,71.14307,119.85293,138.76709,133.42206,119.18188
sample_03813_MST_4,rock,0.62,data/processed/landmarks/sample_03813_MST_4.npy,0.4568897,10.442084,1.3256013,102.79628,68.30601,95.33088,65.90546,16.017324
sample_02212_MST_3,rock,0.72,data/processed/landmarks/sample_02212_MST_3.npy,2.9029005,148.73802,2.0482953,154.97902,100.011024,117.85193,138.71742,22.975492
sample_08473_MST_9,rock,0.62,data/processed/landmarks/sample_08473_MST_9.npy,1.0057634,26.126772,0.95644933,50.976593,103.34642,126.99225,117.21442,22.003052
sample_08691_MST_9,rock,0.62,data/processed/landmarks/sample_08691_MST_9.npy,0.98134035,19.340704,1.4348676,41.19517,144.2039,47.070183,93.416725,13.9603195
sample_00218_MST_1,bad_pose,0.5,data/processed/landmarks/sample_00218_MST_1.npy,7.91201,89.65822,3.8913038,102.96806,130.00839,101.62901,24.013424,138.3338
sample_01333_MST_2,two_up,0.65,data/processed/landmarks/sample_01333_MST_2.npy,0.993413,49.022205,0.884346,130.8621,48.19293,47.498505,59.689,127.28599
sample_01702_MST_2,two_up,0.65,data/processed/landmarks/sample_01702_MST_2.npy,3.1736968,170.56255,0.5117461,86.81565,83.82215,28.038023,81.555954,119.998055
sample_01978_MST_2,rock,0.62,data/processed/landmarks/sample_01978_MST_2.npy,0.73749727,35.498795,1.0392609,152.71117,120.149574,97.39733,71.01549,58.36888
sample_02139_MST_3,like,0.98,data/processed/landmarks/sample_02139_MST_3.npy,1.5238277,47.12488,0.51927334,122.249916,135.47972,121.51909,67.42637,130.4313
sample_00194_MST_1,unknown,0.2,data/processed/landmarks/sample_00194_MST_1.npy,0.9310338,40.062214,0.9614049,129.5476,131.83636,30.50851,120.05921,147.47566
sample_03272_MST_4,rock,0.72,data/processed/landmarks/sample_03272_MST_4.npy,3.9962974,138.48691,2.0578763,100.93435,116.947014,76.46188,114.20216,42.979115
sample_01943_MST_2,peace,0.85,data/processed/landmarks/sample_01943_MST_2.npy,1.5543312,82.537926,0.96197706,154.93161,15.114805,32.081932,90.72935,37.32925
sample_01760_MST_2,unknown,0.2,data/processed/landmarks/sample_01760_MST_2.npy,1.6337978,97.914246,0.26168647,154.03282,121.74805,73.26883,134.8325,51.476128
sample_03266_MST_4,like,0.98,data/processed/landmarks/sample_03266_MST_4.npy,4.7287607,87.13275,4.2956185,94.88979,144.83615,126.598694,99.86104,67.147316
sample_09085_MST_10,unknown,0.2,data/processed/landmarks/sample_09085_MST_10.npy,1.1204898,15.002061,1.1173416,138.06238,82.03312,54.489586,117.97338,148.16916
sample_07108_MST_8,fist,0.95,data/processed/landmarks/sample_07108_MST_8.npy,2.1563,35.64546,2.075782,104.11604,115.90661,87.12434,126.63488,81.32402
sample_02664_MST_3,one,0.85,data/processed/landmarks/sample_02664_MST_3.npy,2.0641954,134.74171,2.4655716,132.88222,25.502659,83.8989,52.52901,49.157394
sample_09817_MST_10,rock,0.72,data/processed/landmarks/sample_09817_MST_10.npy,1.9177456,114.29026,0.31959304,150.40775,89.39608,127.46657,158.22968,11.884796
sample_00472_MST_1,like,0.98,data/processed/landmarks/sample_00472_MST_1.npy,2.5737433,72.369514,1.2228041,25.816751,97.23458,97.63178,93.24826,106.56318
sample_01667_MST_2,fist,0.95,data/processed/landmarks/sample_01667_MST_2.npy,0.5992666,17.352612,0.6917336,65.90392,79.229546,98.28432,84.818954,144.17639
sample_04533_MST_5,two_up,0.65,data/processed/landmarks/sample_04533_MST_5.npy,1.0376203,44.303383,1.0781325,94.1516,97.57472,48.133465,124.29132,43.102097
sample_09060_MST_10,unknown,0.2,data/processed/landmarks/sample_09060_MST_10.npy,1.287817,21.42672,0.26009297,82.71291,52.070118,62.579494,116.933205,85.18778
sample_02328_MST_3,rock,0.72,data/processed/landmarks/sample_02328_MST_3.npy,2.1130576,114.244644,0.5391052,109.91618,87.55397,95.50373,130.5295,45.332893
sample_01907_MST_2,like,0.98,data/processed/landmarks/sample_01907_MST_2.npy,2.95478,107.551094,1.849458,105.082115,159.20352,99.52547,141.47165,103.22806
sample_07602_MST_8,unknown,0.2,data/processed/landmarks/sample_07602_MST_8.npy,1.2080297,60.1028,1.236691,48.39153,99.62008,135.50996,30.752611,116.64262
sample_08833_MST_9,unknown,0.2,data/processed/landmarks/sample_08833_MST_9.npy,1.7498373,67.85118,1.6768153,100.46362,113.34083,101.428,48.38361,87.388176
sample_00306_MST_1,unknown,0.2,data/processed/landmarks/sample_00306_MST_1.npy,3.1556728,126.06127,0.9013706,87.645874,55.54106,100.75442,99.973595,121.33841
sample_08096_MST_9,rock,0.62,data/processed/landmarks/sample_08096_MST_9.npy,0.40272793,9.365483,0.99356186,40.133427,147.88283,153.18283,87.43935,60.298916
sample_06045_MST_7,fist,0.95,data/processed/landmarks/sample_06045_MST_7.npy,1.4864258,69.058556,0.8329902,111.67053,127.28754,94.94246,75.86071,126.165146
sample_00413_MST_1,unknown,0.2,data/processed/landmarks/sample_00413_MST_1.npy,1.3601546,63.83911,0.81681895,114.28454,88.62223,158.93861,41.617306,30.335798
sample_07685_MST_8,fist,0.95,data/processed/landmarks/sample_07685_MST_8.npy,0.56426805,20.73659,0.8583424,71.38595,76.25802,141.13792,171.2695,110.50027
sample_01583_MST_2,like,0.98,data/processed/landmarks/sample_01583_MST_2.npy,0.47819215,18.990551,1.1111526,46.812534,125.04412,102.97354,88.0394,152.17535
sample_01774_MST_2,call,0.68,data/processed/landmarks/sample_01774_MST_2.npy,2.4103177,119.55466,0.46692628,133.18477,163.88818,141.28647,52.09853,108.65975
sample_00335_MST_1,two_up,0.65,data/processed/landmarks/sample_00335_MST_1.npy,2.8729033,78.2088,1.2995088,156.76921,70.116974,35.980053,142.45665,91.38171
sample_09547_MST_10,fist,0.95,data/processed/landmarks/sample_09547_MST_10.npy,1.1507539,38.737194,0.96766645,158.3243,74.88219,120.011856,83.20403,128.53517
sample_04167_MST_5,unknown,0.2,data/processed/landmarks/sample_04167_MST_5.npy,0.48021078,11.689311,1.8476012,109.619354,151.6678,117.48986,43.93727,91.340065
sample_07195_MST_8,fist,0.95,data/processed/landmarks/sample_07195_MST_8.npy,2.759184,24.2177,0.52407414,81.328674,150.7716,99.35215,78.11614,111.96898
sample_08867_MST_9,fist,0.95,data/processed/landmarks/sample_08867_MST_9.npy,1.8954087,126.430374,0.8925974,138.44406,68.24848,68.77937,80.0938,97.64379
sample_01283_MST_2,fist,0.95,data/processed/landmarks/sample_01283_MST_2.npy,1.2866123,94.14179,3.1862636,135.87756,149.20264,163.22755,87.511894,137.88608
sample_02719_MST_3,three,0.7,data/processed/landmarks/sample_02719_MST_3.npy,1.4939818,34.078106,0.56107247,44.499943,116.33505,54.973305,33.976315,30.479553
sample_03055_MST_4,unknown,0.2,data/processed/landmarks/sample_03055_MST_4.npy,1.6717554,91.60968,0.45834035,75.37092,135.8642,148.65688,44.67836,47.224403
sample_09562_MST_10,unknown,0.2,data/processed/landmarks/sample_09562_MST_10.npy,1.4824896,61.648663,1.4226763,54.93122,83.16976,53.95497,108.40826,80.14517
sample_02490_MST_3,fist,0.95,data/processed/landmarks/sample_02490_MST_3.npy,2.7745583,118.74129,2.1303442,127.784935,80.25559,123.80299,135.19003,95.17905
sample_00141_MST_1,fist,0.95,data/processed/landmarks/sample_00141_MST_1.npy,3.087156,126.240685,2.0649083,53.242596,91.3559,150.19139,60.848076,120.08193
sample_00339_MST_1,fist,0.95,data/processed/landmarks/sample_00339_MST_1.npy,2.1000273,88.88687,0.93815553,136.26617,80.47862,144.71889,149.31697,139.98372
sample_01510_MST_2,unknown,0.2,data/processed/landmarks/sample_01510_MST_2.npy,4.310208,59.810658,2.7862587,149.86685,77.55691,98.66909,18.47735,102.92506
sample_00340_MST_1,like,0.98,data/processed/landmarks/sample_00340_MST_1.npy,0.71355456,19.331732,1.1792802,59.844112,78.49526,96.191,76.27933,141.87727
sample_09614_MST_10,fist,0.95,data/processed/landmarks/sample_09614_MST_10.npy,2.4672217,95.488495,0.3600422,76.20643,66.751686,87.13725,126.69888,118.350235
sample_03839_MST_4,fist,0.95,data/processed/landmarks/sample_03839_MST_4.npy,1.2942618,63.07529,1.7935776,143.15227,134.75108,111.52338,105.55003,145.75273
sample_01552_MST_2,two_up,0.65,data/processed/landmarks/sample_01552_MST_2.npy,3.5678182,98.534256,2.9182115,128.61845,52.756012,45.785988,48.143375,19.296604
sample_01970_MST_2,one,0.85,data/processed/landmarks/sample_01970_MST_2.npy,1.1732142,52.209393,1.5796697,65.33674,21.004663,75.93188,137.26778,70.49991
sample_00408_MST_1,unknown,0.2,data/processed/landmarks/sample_00408_MST_1.npy,1.0662817,93.64438,0.73393816,116.76947,116.74153,62.418922,41.35549,111.96857
sample_08296_MST_9,peace,0.85,data/processed/landmarks/sample_08296_MST_9.npy,1.3757145,92.78741,0.6868786,134.33656,29.453102,18.39767,83.866585,80.647224
sample_03660_MST_4,two_up,0.65,data/processed/landmarks/sample_03660_MST_4.npy,0.3752159,30.121119,0.9656781,166.0841,74.58791,36.495632,79.197914,149.22134
sample_01875_MST_2,unknown,0.2,data/processed/landmarks/sample_01875_MST_2.npy,1.4522654,57.383305,1.5624311,110.07609,107.96738,87.84788,14.967562,108.196655
sample_04015_MST_5,unknown,0.2,data/processed/landmarks/sample_04015_MST_5.npy,1.2926879,91.13129,0.9177165,139.38078,129.42157,121.1534,9.347564,178.18114
sample_07120_MST_8,two_up,0.65,data/processed/landmarks/sample_07120_MST_8.npy,1.5929251,52.1412,1.0747776,131.53383,94.49043,41.92309,67.58282,79.11352
sample_00604_MST_1,fist,0.95,data/processed/landmarks/sample_00604_MST_1.npy,3.1560125,146.85704,1.42222,70.43588,88.61775,97.80927,92.36154,73.35697
sample_02123_MST_3,fist,0.95,data/processed/landmarks/sample_02123_MST_3.npy,1.6596826,113.08096,1.4204576,150.32701,97.90062,82.49464,92.216576,140.00551
sample_07313_MST_8,rock,0.62,data/processed/landmarks/sample_07313_MST_8.npy,1.1029491,46.521915,1.2429323,103.428375,142.22762,140.10649,106.13817,29.447031
sample_03128_MST_4,like,0.98,data/processed/landmarks/sample_03128_MST_4.npy,0.55497456,31.239992,0.7308272,105.928795,71.34675,144.59119,148.32254,122.91511
sample_08376_MST_9,unknown,0.2,data/processed/landmarks/sample_08376_MST_9.npy,0.67650855,14.359405,1.1103269,144.25664,86.37129,166.11049,57.482315,88.37575
sample_01380_MST_2,like,0.98,data/processed/landmarks/sample_01380_MST_2.npy,5.4032364,120.69219,0.77044725,90.16892,93.364105,72.644905,128.74031,121.84706
sample_04464_MST_5,fist,0.95,data/processed/landmarks/sample_04464_MST_5.npy,0.68011385,31.208303,1.1367699,74.844406,84.55474,113.23498,161.36345,153.26517
sample_03845_MST_4,two_up,0.65,data/processed/landmarks/sample_03845_MST_4.npy,1.2417672,84.86297,1.2213502,109.31881,106.49493,12.685649,147.25337,109.47007
sample_00570_MST_1,unknown,0.2,data/processed/landmarks/sample_00570_MST_1.npy,2.70061,78.334175,1.312609,173.83109,93.43303,138.20253,95.18786,57.56507
sample_08783_MST_9,peace,0.85,data/processed/landmarks/sample_08783_MST_9.npy,2.210997,84.26698,0.79677916,122.34477,10.223141,34.574974,92.98819,78.63529
sample_08092_MST_9,unknown,0.2,data/processed/landmarks/sample_08092_MST_9.npy,2.622821,93.355194,0.7736792,58.173393,58.74747,87.97739,155.8897,76.98917
sample_01545_MST_2,two_up,0.65,data/processed/landmarks/sample_01545_MST_2.npy,3.28935,61.793785,0.7925791,69.769455,53.29278,48.900723,135.43253,116.390884
