sample_id,mst
freihand_00004196,7
freihand_00004197,8
freihand_00004198,9
freihand_00004199,10
freihand_00004200,1
freihand_00004201,2
freihand_00004202,3
freihand_00004203,4
freihand_00004204,5
freihand_00004205,6
freihand_00004206,7
freihand_00004207,8
freihand_00004208,9
freihand_00004209,10
freihand_00004210,1
freihand_00004211,2
freihand_00004212,3
freihand_00004213,4
freihand_00004214,5
freihand_00004215,6
freihand_00004216,7
freihand_00004217,8
freihand_00004218,9
freihand_00004219,10
freihand_00004220,1
freihand_00004221,2
freihand_00004222,3
freihand_00004223,4
freihand_00004224,5
freihand_00004225,6
freihand_00004226,7
freihand_00004227,8
freihand_00004228,9
freihand_00004229,10
freihand_00004230,1
freihand_00004231,2
freihand_00004232,3
freihand_00004233,4
freihand_00004234,5
freihand_00004235,6
freihand_00004236,7
freihand_00004237,8
freihand_00004238,9
freihand_00004239,10
freihand_00004240,1
freihand_00004241,2
freihand_00004242,3
freihand_00004243,4
freihand_00004244,5
freihand_00004245,6
freihand_00004246,7
freihand_00004247,8
freihand_00004248,9
freihand_00004249,10
freihand_00004250,1
freihand_00004251,2
freihand_00004252,3
freihand_00004253,4
freihand_00004254,5
freihand_00004255,6
freihand_00004256,7
freihand_00004257,8
freihand_00004258,9
freihand_00004259,10
freihand_00004260,1
freihand_00004261,2
freihand_00004262,3
freihand_00004263,4
freihand_00004264,5
freihand_00004265,6
freihand_00004266,7
freihand_00004267,8
freihand_00004268,9
freihand_00004269,10
freihand_00004270,1
freihand_00004271,2
freihand_00004272,3
freihand_00004273,4
freihand_00004274,5
freihand_00004275,6
freihand_00004276,7
freihand_00004277,8
freihand_00004278,9
freihand_00004279,10
freihand_00004280,1
freihand_00004281,2
freihand_00004282,3
freihand_00004283,4
freihand_00004284,5
freihand_00004285,6
freihand_00004286,7
freihand_00004287,8
freihand_00004288,9
freihand_00004289,10
freihand_00004290,1
freihand_00004291,2
freihand_00004292,3
freihand_00004293,4
freihand_00004294,5
freihand_00004295,6
freihand_00004296,7
freihand_00004297,8
freihand_00004298,9
freihand_00004299,10
freihand_00004300,1
freihand_00004301,2
freihand_00004302,3
freihand_00004303,4
freihand_00004304,5
freihand_00004305,6
freihand_00004306,7
freihand_00004307,8
freihand_00004308,9
freihand_00004309,10
freihand_00004310,1
freihand_00004311,2
freihand_00004312,3
freihand_00004313,4
freihand_00004314,5
freihand_00004315,6
freihand_00004316,7
freihand_00004317,8
freihand_00004318,9
freihand_00004319,10
freihand_00004320,1
freihand_00004321,2
freihand_00004322,3
freihand_00004323,4
freihand_00004324,5
freihand_00004325,6
freihand_00004326,7
freihand_00004327,8
freihand_00004328,9
freihand_00004329,10
freihand_00004330,1
freihand_00004331,2
freihand_00004332,3
freihand_00004333,4
freihand_00004334,5
freihand_00004335,6
freihand_00004336,7
freihand_00004337,8
freihand_00004338,9
freihand_00004339,10
freihand_00004340,1
freihand_00004341,2
freihand_00004342,3
freihand_00004343,4
freihand_00004344,5
freihand_00004345,6
freihand_00004346,7
freihand_00004347,8
freihand_00004348,9
freihand_00004349,10
freihand_00004350,1
freihand_00004351,2
freihand_00004352,3
freihand_00004353,4
freihand_00004354,5
freihand_00004355,6
freihand_00004356,7
freihand_00004357,8
freihand_00004358,9
freihand_00004359,10
freihand_00004360,1
freihand_00004361,2
freihand_00004362,3
freihand_00004363,4
freihand_00004364,5
freihand_00004365,6
freihand_00004366,7
freihand_00004367,8
freihand_00004368,9
freihand_00004369,10
freihand_00004370,1
freihand_00004371,2
freihand_00004372,3
freihand_00004373,4
freihand_00004374,5
freihand_00004375,6
freihand_00004376,7
freihand_00004377,8
freihand_00004378,9
freihand_00004379,10
freihand_00004380,1
freihand_00004381,2
freihand_00004382,3
freihand_00004383,4
freihand_00004384,5
freihand_00004385,6
freihand_00004386,7
freihand_00004387,8
freihand_00004388,9
freihand_00004389,10
freihand_00004390,1
freihand_00004391,2
freihand_00004392,3
freihand_00004393,4
freihand_00004394,5
freihand_00004395,6
freihand_00004396,7
freihand_00004397,8
freihand_00004398,9
freihand_00004399,10
freihand_00004400,1
freihand_00004401,2
freihand_00004402,3
freihand_00004403,4
freihand_00004404,5
freihand_00004405,6
freihand_00004406,7
freihand_00004407,8
freihand_00004408,9
freihand_00004409,10
freihand_00004410,1
freihand_00004411,2
freihand_00004412,3
freihand_00004413,4
freihand_00004414,5
freihand_00004415,6
freihand_00004416,7
freihand_00004417,8
freihand_00004418,9
freihand_00004419,10
freihand_00004420,1
freihand_00004421,2
freihand_00004422,3
freihand_00004423,4
freihand_00004424,5
freihand_00004425,6
freihand_00004426,7
freihand_00004427,8
freihand_00004428,9
freihand_00004429,10
freihand_00004430,1
freihand_00004431,2
freihand_00004432,3
freihand_00004433,4
freihand_00004434,5
freihand_00004435,6
freihand_00004436,7
freihand_00004437,8
freihand_00004438,9
freihand_00004439,10
freihand_00004440,1
freihand_00004441,2
freihand_00004442,3
freihand_00004443,4
freihand_00004444,5
freihand_00004445,6
freihand_00004446,7
freihand_00004447,8
freihand_00004448,9
freihand_00004449,10
freihand_00004450,1
freihand_00004451,2
freihand_00004452,3
freihand_00004453,4
freihand_00004454,5
freihand_00004455,6
freihand_00004456,7
freihand_00004457,8
freihand_00004458,9
freihand_00004459,10
freihand_00004460,1
freihand_00004461,2
freihand_00004462,3
freihand_00004463,4
freihand_00004464,5
freihand_00004465,6
freihand_00004466,7
freihand_00004467,8
freihand_00004468,9
freihand_00004469,10
freihand_00004470,1
freihand_00004471,2
freihand_00004472,3
freihand_00004473,4
freihand_00004474,5
freihand_00004475,6
freihand_00004476,7
freihand_00004477,8
freihand_00004478,9
freihand_00004479,10
freihand_00004480,1
freihand_00004481,2
freihand_00004482,3
freihand_00004483,4
freihand_00004484,5
freihand_00004485,6
freihand_00004486,7
freihand_00004487,8
freihand_00004488,9
freihand_00004489,10
freihand_00004490,1
freihand_00004491,2
freihand_00004492,3
freihand_00004493,4
freihand_00004494,5
freihand_00004495,6
freihand_00004496,7
freihand_00004497,8
freihand_00004498,9
freihand_00004499,10
freihand_00004500,1
freihand_00004501,2
freihand_00004502,3
freihand_00004503,4
freihand_00004504,5
freihand_00004505,6
freihand_00004506,7
freihand_00004507,8
freihand_00004508,9
freihand_00004509,10
freihand_00004510,1
freihand_00004511,2
freihand_00004512,3
freihand_00004513,4
freihand_00004514,5
freihand_00004515,6
freihand_00004516,7
freihand_00004517,8
freihand_00004518,9
freihand_00004519,10
freihand_00004520,1
freihand_00004521,2
freihand_00004522,3
freihand_00004523,4
freihand_00004524,5
freihand_00004525,6
freihand_00004526,7
freihand_00004527,8
freihand_00004528,9
freihand_00004529,10
freihand_00004530,1
freihand_00004531,2
freihand_00004532,3
freihand_00004533,4
freihand_00004534,5
freihand_00004535,6
freihand_00004536,7
freihand_00004537,8
freihand_00004538,9
freihand_00004539,10
freihand_00004540,1
freihand_00004541,2
freihand_00004542,3
freihand_00004543,4
freihand_00004544,5
freihand_00004545,6
freihand_00004546,7
freihand_00004547,8
freihand_00004548,9
freihand_00004549,10
freihand_00004550,1
freihand_00004551,2
freihand_00004552,3
freihand_00004553,4
freihand_00004554,5
freihand_00004555,6
freihand_00004556,7
freihand_00004557,8
freihand_00004558,9
freihand_00004559,10
freihand_00004560,1
freihand_00004561,2
freihand_00004562,3
freihand_00004563,4
freihand_00004564,5
freihand_00004565,6
freihand_00004566,7
freihand_00004567,8
freihand_00004568,9
freihand_00004569,10
freihand_00004570,1
freihand_00004571,2
freihand_00004572,3
freihand_00004573,4
freihand_00004574,5
freihand_00004575,6
freihand_00004576,7
freihand_00004577,8
freihand_00004578,9
freihand_00004579,10
freihand_00004580,1
freihand_00004581,2
freihand_00004582,3
freihand_00004583,4
freihand_00004584,5
freihand_00004585,6
freihand_00004586,7
freihand_00004587,8
freihand_00004588,9
freihand_00004589,10
freihand_00004590,1
freihand_00004591,2
freihand_00004592,3
freihand_00004593,4
freihand_00004594,5
freihand_00004595,6
freihand_00004596,7
freihand_00004597,8
freihand_00004598,9
freihand_00004599,10
freihand_00004600,1
freihand_00004601,2
freihand_00004602,3
freihand_00004603,4
freihand_00004604,5
freihand_00004605,6
freihand_00004606,7
freihand_00004607,8
freihand_00004608,9
freihand_00004609,10
freihand_00004610,1
freihand_00004611,2
freihand_00004612,3
freihand_00004613,4
freihand_00004614,5
freihand_00004615,6
freihand_00004616,7
freihand_00004617,8
freihand_00004618,9
freihand_00004619,10
freihand_00004620,1
freihand_00004621,2
freihand_00004622,3
freihand_00004623,4
freihand_00004624,5
freihand_00004625,6
freihand_00004626,7
freihand_00004627,8
freihand_00004628,9
freihand_00004629,10
freihand_00004630,1
freihand_00004631,2
freihand_00004632,3
freihand_00004633,4
freihand_00004634,5
freihand_00004635,6
freihand_00004636,7
freihand_00004637,8
freihand_00004638,9
freihand_00004639,10
freihand_00004640,1
freihand_00004641,2
freihand_00004642,3
freihand_00004643,4
freihand_00004644,5
freihand_00004645,6
freihand_00004646,7
freihand_00004647,8
freihand_00004648,9
freihand_00004649,10
freihand_00004650,1
freihand_00004651,2
freihand_00004652,3
freihand_00004653,4
freihand_00004654,5
freihand_00004655,6
freihand_00004656,7
freihand_00004657,8
freihand_00004658,9
freihand_00004659,10
freihand_00004660,1
freihand_00004661,2
freihand_00004662,3
freihand_00004663,4
freihand_00004664,5
freihand_00004665,6
freihand_00004666,7
freihand_00004667,8
freihand_00004668,9
freihand_00004669,10
freihand_00004670,1
freihand_00004671,2
freihand_00004672,3
freihand_00004673,4
freihand_00004674,5
freihand_00004675,6
freihand_00004676,7
freihand_00004677,8
freihand_00004678,9
freihand_00004679,10
freihand_00004680,1
freihand_00004681,2
freihand_00004682,3
freihand_00004683,4
freihand_00004684,5
freihand_00004685,6
freihand_00004686,7
freihand_00004687,8
freihand_00004688,9
freihand_00004689,10
freihand_00004690,1
freihand_00004691,2
freihand_00004692,3
freihand_00004693,4
freihand_00004694,5
freihand_00004695,6
freihand_00004696,7
freihand_00004697,8
freihand_00004698,9
freihand_00004699,10
freihand_00004700,1
freihand_00004701,2
freihand_00004702,3
freihand_00004703,4
freihand_00004704,5
freihand_00004705,6
freihand_00004706,7
freihand_00004707,8
freihand_00004708,9
freihand_00004709,10
freihand_00004710,1
freihand_00004711,2
freihand_00004712,3
freihand_00004713,4
freihand_00004714,5
freihand_00004715,6
freihand_00004716,7
freihand_00004717,8
freihand_00004718,9
freihand_00004719,10
freihand_00004720,1
freihand_00004721,2
freihand_00004722,3
freihand_00004723,4
freihand_00004724,5
freihand_00004725,6
freihand_00004726,7
freihand_00004727,8
freihand_00004728,9
freihand_00004729,10
freihand_00004730,1
freihand_00004731,2
freihand_00004732,3
freihand_00004733,4
freihand_00004734,5
freihand_00004735,6
freihand_00004736,7
freihand_00004737,8
freihand_00004738,9
freihand_00004739,10
freihand_00004740,1
freihand_00004741,2
freihand_00004742,3
freihand_00004743,4
freihand_00004744,5
freihand_00004745,6
freihand_00004746,7
freihand_00004747,8
freihand_00004748,9
freihand_00004749,10
freihand_00004750,1
freihand_00004751,2
freihand_00004752,3
freihand_00004753,4
freihand_00004754,5
freihand_00004755,6
freihand_00004756,7
freihand_00004757,8
freihand_00004758,9
freihand_00004759,10
freihand_00004760,1
freihand_00004761,2
freihand_00004762,3
freihand_00004763,4
freihand_00004764,5
freihand_00004765,6
freihand_00004766,7
freihand_00004767,8
freihand_00004768,9
freihand_00004769,10
freihand_00004770,1
freihand_00004771,2
freihand_00004772,3
freihand_00004773,4
freihand_00004774,5
freihand_00004775,6
freihand_00004776,7
freihand_00004777,8
freihand_00004778,9
freihand_00004779,10
freihand_00004780,1
freihand_00004781,2
freihand_00004782,3
freihand_00004783,4
freihand_00004784,5
freihand_00004785,6
freihand_00004786,7
freihand_00004787,8
freihand_00004788,9
freihand_00004789,10
freihand_00004790,1
freihand_00004791,2
freihand_00004792,3
freihand_00004793,4
freihand_00004794,5
freihand_00004795,6
freihand_00004796,7
freihand_00004797,8
freihand_00004798,9
freihand_00004799,10
freihand_00004800,1
freihand_00004801,2
freihand_00004802,3
freihand_00004803,4
freihand_00004804,5
freihand_00004805,6
freihand_00004806,7
freihand_00004807,8
freihand_00004808,9
freihand_00004809,10
freihand_00004810,1
freihand_00004811,2
freihand_00004812,3
freihand_00004813,4
freihand_00004814,5
freihand_00004815,6
freihand_00004816,7
freihand_00004817,8
freihand_00004818,9
freihand_00004819,10
freihand_00004820,1
freihand_00004821,2
freihand_00004822,3
freihand_00004823,4
freihand_00004824,5
freihand_00004825,6
freihand_00004826,7
freihand_00004827,8
freihand_00004828,9
freihand_00004829,10
freihand_00004830,1
freihand_00004831,2
freihand_00004832,3
freihand_00004833,4
freihand_00004834,5
freihand_00004835,6
freihand_00004836,7
freihand_00004837,8
freihand_00004838,9
freihand_00004839,10
freihand_00004840,1
freihand_00004841,2
freihand_00004842,3
freihand_00004843,4
freihand_00004844,5
freihand_00004845,6
freihand_00004846,7
freihand_00004847,8
freihand_00004848,9
freihand_00004849,10
freihand_00004850,1
freihand_00004851,2
freihand_00004852,3
freihand_00004853,4
freihand_00004854,5
freihand_00004855,6
freihand_00004856,7
freihand_00004857,8
freihand_00004858,9
freihand_00004859,10
freihand_00004860,1
freihand_00004861,2
freihand_00004862,3
freihand_00004863,4
freihand_00004864,5
freihand_00004865,6
freihand_00004866,7
freihand_00004867,8
freihand_00004868,9
freihand_00004869,10
freihand_00004870,1
freihand_00004871,2
freihand_00004872,3
freihand_00004873,4
freihand_00004874,5
freihand_00004875,6
freihand_00004876,7
freihand_00004877,8
freihand_00004878,9
freihand_00004879,10
freihand_00004880,1
freihand_00004881,2
freihand_00004882,3
freihand_00004883,4
freihand_00004884,5
freihand_00004885,6
freihand_00004886,7
freihand_00004887,8
freihand_00004888,9
freihand_00004889,10
freihand_00004890,1
freihand_00004891,2
freihand_00004892,3
freihand_00004893,4
freihand_00004894,5
freihand_00004895,6
freihand_00004896,7
freihand_00004897,8
freihand_00004898,9
freihand_00004899,10
freihand_00004900,1
freihand_00004901,2
freihand_00004902,3
freihand_00004903,4
freihand_00004904,5
freihand_00004905,6
freihand_00004906,7
freihand_00004907,8
freihand_00004908,9
freihand_00004909,10
freihand_00004910,1
freihand_00004911,2
freihand_00004912,3
freihand_00004913,4
freihand_00004914,5
freihand_00004915,6
freihand_00004916,7
freihand_00004917,8
freihand_00004918,9
freihand_00004919,10
freihand_00004920,1
freihand_00004921,2
freihand_00004922,3
freihand_00004923,4
freihand_00004924,5
freihand_00004925,6
freihand_00004926,7
freihand_00004927,8
freihand_00004928,9
freihand_00004929,10
freihand_00004930,1
freihand_00004931,2
freihand_00004932,3
freihand_00004933,4
freihand_00004934,5
freihand_00004935,6
freihand_00004936,7
freihand_00004937,8
freihand_00004938,9
freihand_00004939,10
freihand_00004940,1
freihand_00004941,2
freihand_00004942,3
freihand_00004943,4
freihand_00004944,5
freihand_00004945,6
freihand_00004946,7
freihand_00004947,8
freihand_00004948,9
freihand_00004949,10
freihand_00004950,1
freihand_00004951,2
freihand_00004952,3
freihand_00004953,4
freihand_00004954,5
freihand_00004955,6
freihand_00004956,7
freihand_00004957,8
freihand_00004958,9
freihand_00004959,10
freihand_00004960,1
freihand_00004961,2
freihand_00004962,3
freihand_00004963,4
freihand_00004964,5
freihand_00004965,6
freihand_00004966,7
freihand_00004967,8
freihand_00004968,9
freihand_00004969,10
freihand_00004970,1
freihand_00004971,2
freihand_00004972,3
freihand_00004973,4
freihand_00004974,5
freihand_00004975,6
freihand_00004976,7
freihand_00004977,8
freihand_00004978,9
freihand_00004979,10
freihand_00004980,1
freihand_00004981,2
freihand_00004982,3
freihand_00004983,4
freihand_00004984,5
freihand_00004985,6
freihand_00004986,7
freihand_00004987,8
freihand_00004988,9
freihand_00004989,10
freihand_00004990,1
freihand_00004991,2
freihand_00004992,3
freihand_00004993,4
freihand_00004994,5
freihand_00004995,6
freihand_00004996,7
freihand_00004997,8
freihand_00004998,9
freihand_00004999,10
